NAME,total_population,white_nonhispanic,black_nonhispanic,asian_nonhispanic,hispanic,college_grad,grad_school,education_total,commute_total,commute_solo,commute_public,owner_occupied,renter_occupied,total_occupied,vacant_units,total_units,white_nonhispanic_share,black_nonhispanic_share,asian_nonhispanic_share,hispanic_share,college_grad_share,grad_school_share,commute_solo_share,commute_public_share,owner_occ_share,renter_occ_share,median_income_est,median_rent_est,median_home_value_est
AUB 30-3812,440.08624732955246,196.8516538547829,33.5207672614869,126.33103071654075,67.73942262972315,64.71014655895227,9.549138055570369,290.14979968837304,198.71433704080266,121.78079653643702,9.80193330777712,135.97089338433355,8.155639715424096,144.12653309975764,0.010110270984380193,144.136643370742,0.44730244366707805,0.07616863163730118,0.2870597104161256,0.1539230617652031,0.22302323361398949,0.03291106203011804,0.6128435338383832,0.049326754444318006,0.943413335906865,0.05658666409313505,116147.42326240576,65.32170474914402,50031.424643323284
AUB 31-0042,805.7351827757026,299.50486542516774,86.85247484528765,12.471956703102794,135.15016879352348,65.22494809578983,30.714013399544044,484.62432671314207,288.7651192249324,244.15387213042075,0.4628467138958344,114.05032559108456,122.95145062345507,237.00177621453963,25.26814879963319,262.2699250141728,0.3717162559457736,0.10779282908571376,0.015478977423001136,0.16773522080535244,0.13458867931406518,0.06337695345971402,0.8455102637941465,0.0016028484158271965,0.4812213959436468,0.5187786040563531,5903.220487446112,1214.1242670748195,126092.36177992601
AUB 31-0051,1078.707582757526,344.81305815599814,23.77487428160667,32.31732598110785,456.15832899701263,67.24573638916924,20.552209009161146,668.1660854509236,539.4163098118175,408.29992572654623,15.712493222733539,161.15608881632707,233.00599871307574,394.1620875294028,46.08111824777858,440.2432057771814,0.3196538743841443,0.02204014754474089,0.029959301758586226,0.42287487015797565,0.10064224726968486,0.03075913228264366,0.756929144150252,0.029128695104185944,0.40885740641990465,0.5911425935800954,58554.38905492812,1609.160416071731,9354.40466576873
AUB 31-0058,563.4152938775773,259.6446817992042,73.77519060591348,22.74595577635686,75.64282524091674,43.56682590658498,18.77484958002453,344.41723149249316,305.1868086272831,204.1675529235822,17.440273332117822,157.7798356276546,40.45713462185657,198.23697024951116,7.1637070186310305,205.40067726814218,0.460840670497705,0.13094282566980486,0.04037156254636434,0.13425767114045173,0.12649432700504867,0.05451193454713587,0.6689920637196572,0.05714622270393471,0.7959152898123132,0.20408471018768676,88201.68124620861,1661.7284676081242,175238.15024463343
AUB 31-0062,803.1090410500057,534.134806621869,58.34869829597268,23.92251367983298,69.29601892902492,105.17379989346459,14.662684075912818,623.3300929052679,469.89278450955885,312.9231341126383,14.852639894294237,314.721484876924,39.57830989333722,354.2997947702612,14.854676663425431,369.15447143368664,0.6650837922625391,0.072653519402155,0.029787379368256227,0.08628469533654547,0.16872889836468818,0.023523144867868936,0.6659458166382477,0.03160857196348819,0.8882914681929157,0.11170853180708445,103218.47186677124,1327.465488696311,233991.77828164323
AUB 31-0063,800.2227078760362,407.3570232951591,57.30263851259088,41.282474229395895,141.5390418808643,37.225541735804505,20.146957610177147,564.7812608806248,424.90068069608174,267.2919119475433,15.87979846940303,153.44456380346568,126.45220205519875,279.8967658586645,6.76843449444983,286.66520035311424,0.5090545660424616,0.07160836345757352,0.05158873126578536,0.1768745631532245,0.06591143211402103,0.03567214248355792,0.6290691544896087,0.03737296547369232,0.548218423791822,0.4517815762081779,83569.45683693372,1723.5841957707034,42034.77146798046
AUB 31-0064,1285.567511821386,582.0987105406583,117.75443349579682,27.33030610856707,239.9406042517835,115.43315119645983,28.664593823791023,975.8451759190762,514.8411271296334,378.5971931616153,0.10039296431715759,235.61543832932998,302.6267170970237,538.2421554263536,22.199958755980926,560.4421141823346,0.45279513147928235,0.09159723811701098,0.021259331662672167,0.18664177652703495,0.11829043586524052,0.029374120537916243,0.7353670350160024,0.00019499794990519346,0.4377498788490354,0.5622501211509646,50370.03021887976,1653.236150184413,47623.938039625566
AUB 31-0065,538.1806316103311,194.44230842504635,29.628838996551877,8.423983203564756,224.45365053766898,25.63478130743742,15.642235078843594,321.9435768383663,276.6383353536933,215.5935647875087,11.968150544672108,113.86427033225695,80.69105533568211,194.55532566793906,20.802696572063063,215.35802224000213,0.3612956264205212,0.05505370735453109,0.015652706003853607,0.4170600674834101,0.07962507455245027,0.04858688355412313,0.7793336542163023,0.0432628056750354,0.5852539371067997,0.41474606289320026,63593.060677694135,1436.7036412694977,64057.94153579427
AUB 31-0069,485.39740152811265,206.83047289931054,6.8756090724271886,35.29879873164262,87.11410028322506,51.66863336670784,5.487015051304233,346.91694370923,256.12272782828455,180.06411739672686,2.9893435828630945,71.2907289850598,108.40774124871476,179.69847023377457,10.189019702865657,189.88748993664024,0.4261054390653379,0.014164907044787662,0.07272144148385645,0.1794696469510863,0.1489366094785331,0.015816509256184386,0.7030384180409378,0.011671527974929567,0.39672418408635185,0.6032758159136481,77196.34407086711,1858.4983867714757,40501.32446691398
AUB 31-0080,1061.7988054927614,651.1979374545009,80.18572657003467,68.20375928657518,107.48617343110206,232.15487096754597,71.09730477011024,758.2751490100273,644.722390291829,450.9421542299517,29.416058596969986,307.4419819963433,102.45133648067485,409.89331847701817,9.61717832164133,419.5104967986595,0.6132969203636388,0.07551875756049843,0.06423416463999794,0.10123026403407913,0.3061617821323009,0.09376188163746621,0.6994361620136008,0.045625929919472806,0.7500536557625809,0.24994634423741913,121177.54989220767,1770.46050845517,44638.9194093175
AUB 31-0082,674.9479396946849,486.7115541274469,24.04007825394769,22.487538552412506,65.51954466642201,84.50146463510639,8.083717058481348,571.763851556007,395.69553361386204,256.37938470739823,7.608727599666441,248.48508419549506,58.35813742825028,306.84322162374536,11.727377065523424,318.57059868926876,0.7211097708478266,0.03561767780908007,0.03331744158310169,0.09707347902426372,0.14779084827615946,0.014138209396208233,0.6479208455195379,0.019228742690564175,0.8098112217717173,0.19018877822828262,103267.66858036346,1495.2905692578186,215220.19054347134
AUB 31-0083,1297.7413565250722,668.0881875810137,18.21142372777581,99.30938451380268,261.22557713339995,123.78174433993114,31.979667089440543,969.524335086778,740.8259842451286,618.0199672997288,6.318145600956851,306.7322094747899,143.5422006197305,450.2744100945205,5.975184039358676,456.2495941338791,0.5148084279058007,0.01403316896406851,0.07652478979302994,0.20129248083214116,0.12767265334175645,0.032984903970025854,0.8342309536151947,0.00852851511059616,0.6812117291107026,0.31878827088929723,80601.68910998682,1769.3467211828197,38450.66009327121
AUB 31-3299,1514.5110367078169,773.8538997966706,182.73830259568783,173.64975263160062,182.8216518197818,336.63845216320385,169.11852775242434,1143.2925368939284,947.4028110527852,676.5510477879963,27.649848763755486,533.6183725153137,44.791751829713455,578.4101243450272,29.48734393907575,607.8974682841031,0.5109595645330146,0.12065828387287093,0.114657304187808,0.12071331762440778,0.29444647043509586,0.1479223578349263,0.7141112944727179,0.029184892045053215,0.9225605674167024,0.0774394325832975,125574.43267937603,696.5703696188717,67650.43377530907
AUB 31-3335,555.4418848956273,372.55806174830724,34.38722210383398,14.18345842847064,30.00552541300945,127.37800998282253,24.09116883552206,389.6208444941904,335.48946920778616,228.716614067051,20.398861241358148,142.51527160990562,81.40730752749492,223.92257913740056,4.5133645137064775,228.43594365110704,0.670741749730153,0.061909666949757775,0.025535449907843816,0.0540209988280732,0.3269281194341281,0.06183234078966553,0.6817400695382032,0.060803283302833175,0.6364488662059273,0.3635511337940726,114399.19962319032,1879.1278568402104,52317.680403169434
AUB 31-3405,1103.0011910587318,672.5943215437292,31.371607591246953,151.73540794124048,194.0441138751194,204.99073892618824,95.5654396243634,788.5891076810516,660.926927378322,479.28104898798256,9.48383193710672,362.5618311163093,13.860522066187121,376.42235318249647,0.0005260145762703938,376.42287919707275,0.6097856711270907,0.0284420432593862,0.13756595112612258,0.17592375733417234,0.2599461962250405,0.12118534062103135,0.7251649602008675,0.014349289678249208,0.9631782705012012,0.03682172949879862,139027.8950306433,0.0,11927.457808876885
AUB 31-3800,157.95071383762897,90.36809217965747,10.88544473874673,21.316188328321758,22.989816775710853,32.886739451666124,16.05773622849732,116.16763785065605,97.87545045950391,70.17689433792152,2.0722857872757094,54.4351205718968,2.0998909719488643,56.53501154384567,1.055083746661449,57.59009529050712,0.5721284189481698,0.06891671759037954,0.13495468181444553,0.145550572182561,0.2830972554847417,0.1382289984164177,0.7170020062074433,0.021172681990701235,0.9628568047550446,0.03714319524495535,137626.12397082322,0.0,31401.680294232545
AUB 31-4006,509.3183588633646,336.37569850645815,28.239150350125627,24.72144583964474,39.191996807031956,112.76186606057382,27.16673765716145,358.9935294140807,306.9078111370419,212.10384666367167,15.728614455748989,139.0168845225531,59.93590388503095,198.95278840758408,3.290049205185616,202.24283761276968,0.6604429089443015,0.05544498810752937,0.04853829713661822,0.07694990004777352,0.3141055668736268,0.07567472790247984,0.6910995385808609,0.051248661275440054,0.6987430818901444,0.30125691810985544,119081.8048134806,1834.8016171656707,41591.91098856621
AUB 47-0041,766.1339474083737,338.87245687539803,163.99295445441203,11.882785157990373,140.87005084457257,72.70096086873046,11.724821335682739,466.8525603151157,367.0762961686367,275.9609487917588,41.5764714799185,109.95813187582954,181.88860581719328,291.8467376930228,70.29495804495147,362.1416957379743,0.4423148954849383,0.2140525883354423,0.015510062174097176,0.1838713077799232,0.15572574094840316,0.02511461290427267,0.751780901333332,0.11326384164238723,0.3767666986618446,0.6232333013381554,74957.31824996458,1557.9064082738644,54046.28011110569
AUB 47-0045,1430.1001225475602,817.6196135056381,190.80735196651898,74.19123576314595,229.61048005730797,107.158826815676,71.55255687897535,1187.965351367903,369.3696648731279,193.67355614622102,37.9894115514709,4.863142794795899,911.7659132954516,916.6290560902474,132.49698615096105,1049.1260422412083,0.571721937936165,0.1334223729920514,0.051878350748605445,0.16055552785233182,0.09020366350945012,0.06023118165574858,0.5243353056963802,0.10284930021126562,0.005305464366947904,0.9946945356330521,22802.039182672095,1200.4814704099604,13881.094778709257
AUB 47-0047,806.2280941595309,605.9776106807177,0.29599656021382603,6.211449877942094,41.5598720798542,127.04700669375225,14.789012209372123,595.827237204017,357.23313241213424,296.76139857031603,0.07505627062564874,239.55160338763474,68.60023712497178,308.1518405126065,24.788667084411415,332.9405075970179,0.7516205588350671,0.0003671374916826655,0.007704333206618591,0.05154852873637348,0.21322792709164137,0.024820973741937584,0.8307219337873372,0.00021010444949170475,0.7773817056849112,0.22261829431508895,103500.85489242643,1695.4630133470841,77644.33469757294
AUB 47-0049,619.5637648778467,324.1224490227741,11.54480346110667,11.90326589365758,208.11728357517347,22.680632254348026,5.521716346194373,478.8230256880505,367.5633977742834,328.5817436597181,0.0039540075184445675,146.91715328272917,121.17534680191106,268.0925000846403,2.8015423191693043,270.8940424038095,0.523146231908314,0.018633761552183166,0.019212333852358893,0.3359093855597025,0.047367463629713336,0.011531852166590938,0.8939457673135792,1.075734837143028e-05,0.5480091880091592,0.4519908119908406,86194.62599831016,927.0843767742768,61319.63377377837
AUB 47-0055,998.0318260525181,588.9799008430865,76.72809346722437,29.60596198908826,165.59128610424355,80.86944177972146,28.70933458660835,535.9032389905816,444.8147508308412,313.6181931462149,0.6996653865929378,126.84368183748016,280.0762938984969,406.91997573597706,26.15395684509048,433.07393258106754,0.5901414017753913,0.07687940551024754,0.029664346583202394,0.16591784127686712,0.15090306588190394,0.05357186241435072,0.7050534915050083,0.001572936565808749,0.31171652757538865,0.6882834724246113,64822.122330514794,1569.3795710206623,154137.34073229844
AUB 47-0059,2064.7795979561542,1051.0907769271955,85.39709391598791,516.9572324155538,127.48747165254167,423.8946486626522,94.83389181880817,1459.5647541497763,968.2321085510926,657.8075662896524,24.728458249876752,565.2383031759438,145.04399624141902,710.2822994173628,16.04853032752728,726.33082974489,0.5090571303434177,0.041358939230375584,0.2503692078937964,0.061743864468021964,0.2904253802083476,0.06497409008348566,0.6793903656779429,0.025539803970022812,0.7957938746884202,0.2042061253115798,140688.46174174652,741.0171053508245,92181.78693851696
AUB 47-0072,1151.4431595704355,855.1434260368926,0.11836648620486641,16.118143160471483,20.55748832257491,242.81574033526343,12.589248930873255,749.4227338436704,429.59017320935334,346.36543713271845,0.008736145157880118,334.75333881870176,42.949443307161395,377.70278212586317,36.17643715490138,413.8792192807646,0.7426709854752341,0.00010279837543090268,0.013998210008459834,0.017853671847982675,0.3240037022761506,0.016798594921593843,0.8062694603675752,2.0335998592832587e-05,0.8862877232054669,0.11371227679453313,120169.20685063455,2607.854109185761,83851.35456516358
AUB 47-0073,2136.1902533378743,1072.6130515706645,307.87669875540735,285.07502714932815,168.62861478194824,348.52734203380055,125.11576634734949,1489.805804454808,1203.9618305341546,912.3060654344331,50.38699925110761,553.1080711842234,280.8510168584423,833.9590880426657,42.611851975263264,876.5709400179289,0.5021149450029875,0.14412419412284974,0.13345020496366752,0.07893894961764757,0.23394145800186594,0.08398125847894344,0.7577533126857317,0.04185099392125472,0.6632316610187551,0.33676833898124486,80587.21468221808,1507.124113466966,124425.1678911896
AUB 47-0074,1529.3763642649826,896.6082784158575,186.20696861649017,69.93161761587658,281.5795609504034,156.78487143722455,26.95143485127771,1123.9189418567776,837.7186449762086,521.2852051295738,9.577166314926,358.83041818645535,277.23856701712583,636.0689852035812,2.9373773106601,639.0063625142412,0.5862574441228317,0.12175352841024265,0.045725577594816345,0.1841139745125657,0.13949837981928404,0.023979874212950284,0.6222676411175956,0.011432437814724769,0.5641375802525689,0.43586241974743106,87274.35857048859,1775.4087143644742,90990.00303492119
AUB 47-0078,667.8167315898799,304.9873992372863,104.46555287847548,11.80061551787741,155.22038593399526,50.961084613179075,7.966891588669799,440.1136653610987,343.9840773246526,281.9993833359302,26.48947947989914,114.81192461324608,149.46789905487458,264.2798236681207,45.31799920044199,309.5978228685627,0.456693258510009,0.15642847496464038,0.01767044004690259,0.23242961517969174,0.11579073458527399,0.01810189552313316,0.8198035953558943,0.07700786526493299,0.4344331815410376,0.5655668184589623,81097.05720965256,1472.305760748769,58974.05063935679
